,fldr,sx,sy
11096,35233,41531,-1979
11097,35234,41675,-1981
11098,35235,41819,-1981
11099,35236,41962,-1980
11100,35237,42106,-1981
11101,35238,42250,-1982
11102,35239,42394,-1978
11103,35240,42538,-1979
11104,35241,42682,-1982
11105,35242,42825,-1980
11106,35243,42969,-1975
11107,35244,43113,-1974
11108,35245,43256,-1971
11109,35246,43400,-1970
11110,35247,43544,-1967
11111,35248,43688,-1969
11112,35249,43832,-1969
11113,35250,43975,-1965
11114,35251,44119,-1960
11115,35252,44263,-1959
11116,35253,44406,-1958
11117,35254,44550,-1958
11118,35255,44694,-1957
11119,35256,44837,-1954
11120,35257,44981,-1950
11121,35258,45125,-1948
11122,35259,45269,-1947
11123,35260,45412,-1948
11124,35261,45556,-1949
11125,35262,45700,-1948
11126,35263,45844,-1949
11127,35264,45988,-1948
11128,35265,46132,-1948
11129,35266,46275,-1948
11130,35267,46419,-1949
11131,35268,46563,-1946
11132,35269,46707,-1947
11133,35270,46850,-1947
11134,35271,46994,-1946
11135,35272,47138,-1943
11136,35273,47282,-1944
11137,35274,47426,-1945
11138,35275,47569,-1946
11139,35276,47713,-1946
11140,35277,47857,-1945
11141,35278,48001,-1942
11142,35279,48145,-1943
11143,35280,48289,-1943
11144,35281,48432,-1943
11145,35282,48576,-1944
11146,35283,48720,-1947
11147,35284,48864,-1945
11148,35285,49008,-1941
11149,35286,49152,-1942
11150,35287,49296,-1942
11151,35288,49439,-1945
11152,35289,49583,-1944
11153,35290,49727,-1943
11154,35291,49871,-1945
11155,35292,50014,-1946
11156,35293,50158,-1942
11157,35294,50302,-1943
11158,35295,50446,-1943
11159,35296,50589,-1944
11160,35297,50733,-1942
11161,35298,50877,-1939
11162,35299,51021,-1940
11163,35300,51164,-1938
11164,35301,51308,-1938
11165,35302,51452,-1942
11166,35303,51596,-1943
11167,35304,51739,-1941
11168,35305,51883,-1939
11169,35306,52027,-1942
11170,35307,52171,-1941
11171,35308,52314,-1941
11172,35309,52458,-1942
11173,35310,52602,-1940
11174,35311,52746,-1939
11175,35312,52890,-1940
11176,35313,53033,-1939
11177,35314,53177,-1936
11178,35315,53321,-1939
11179,35316,53465,-1940
11180,35317,53608,-1939
11181,35318,53752,-1940
11182,35319,53896,-1941
11183,35320,54040,-1938
11184,35321,54184,-1935
11185,35322,54327,-1935
11186,35323,54471,-1932
11187,35324,54614,-1935
11188,35325,54759,-1934
11189,35326,54903,-1936
11190,35327,55046,-1937
11191,35328,55190,-1939
11192,35329,55334,-1937
11193,35330,55478,-1934
11194,35331,55621,-1934
11195,35332,55765,-1932
11196,35333,55909,-1933
11197,35334,56052,-1933
11198,35335,56197,-1930
11199,35336,56340,-1931
11200,35337,56484,-1932
11201,35338,56628,-1927
11202,35339,56771,-1924
11203,35340,56916,-1926
11204,35341,57059,-1925
11205,35342,57203,-1920
11206,35343,57347,-1917
11207,35344,57491,-1916
11208,35345,57635,-1920
11209,35346,57778,-1919
11210,35347,57922,-1919
11211,35348,58066,-1919
11212,35349,58210,-1919
11213,35350,58353,-1915
11214,35351,58497,-1913
11215,35352,58642,-1913
11216,35353,58785,-1921
11217,35354,58929,-1918
11218,35355,59072,-1915
11219,35356,59217,-1911
11220,35357,59361,-1914
11221,35358,59505,-1921
11222,35359,59648,-1920
11223,35360,59792,-1915
11224,35898,59587,-637
11225,35899,59422,-639
11226,35900,59257,-641
11227,35901,59092,-645
11228,35902,58928,-650
11229,35903,58763,-653
11230,35904,58598,-653
11231,35905,58433,-654
11232,35906,58268,-655
11233,35907,58104,-660
11234,35908,57939,-665
11235,35909,57775,-669
11236,35910,57610,-668
11237,35911,57445,-665
11238,35912,57280,-668
11239,35913,57116,-667
11240,35914,56951,-669
11241,35915,56787,-671
11242,35916,56621,-676
11243,35917,56457,-678
11244,35918,56292,-677
11245,35919,56127,-676
11246,35920,55963,-680
11247,35921,55798,-682
11248,35922,55633,-685
11249,35923,55468,-686
11250,35924,55304,-685
11251,35925,55139,-684
11252,35926,54974,-685
11253,35927,54809,-688
11254,35928,54644,-689
11255,35929,54480,-693
11256,35930,54315,-696
11257,35931,54150,-697
11258,35932,53985,-696
11259,35933,53820,-696
11260,35934,53656,-700
11261,35935,53491,-703
11262,35936,53326,-703
11263,35937,53162,-702
11264,35938,52997,-704
11265,35939,52832,-710
11266,35940,52667,-711
11267,35941,52503,-713
11268,35942,52338,-712
11269,35943,52173,-712
11270,35944,52009,-713
11271,35945,51844,-714
11272,35946,51679,-716
11273,35947,51514,-713
11274,35948,51349,-715
11275,35949,51185,-718
11276,35950,51020,-719
11277,35951,50855,-723
11278,35952,50690,-729
11279,35953,50526,-728
11280,35954,50361,-726
11281,35955,50196,-727
11282,35956,50031,-729
11283,35957,49866,-731
11284,35958,49702,-730
11285,35959,49537,-728
11286,35960,49372,-730
11287,35961,49208,-736
11288,35962,49043,-736
11289,35963,48878,-736
11290,35964,48713,-735
11291,35965,48548,-737
11292,35966,48383,-739
11293,35967,48219,-739
11294,35968,48054,-742
11295,35969,47889,-741
11296,35970,47724,-745
11297,35971,47560,-746
11298,35972,47395,-749
11299,35973,47230,-749
11300,35974,47066,-749
11301,35975,46901,-749
11302,35976,46736,-751
11303,35977,46571,-751
11304,35978,46407,-752
11305,35979,46242,-754
11306,35980,46077,-757
11307,35981,45912,-760
11308,35982,45747,-762
11309,35983,45583,-762
11310,35984,45418,-768
11311,35985,45254,-776
11312,35986,45089,-780
11313,35987,44924,-783
11314,35988,44760,-785
11315,35989,44595,-786
11316,35990,44430,-790
11317,35991,44265,-796
11318,35992,44100,-799
11319,35993,43936,-800
11320,35994,43771,-808
11321,35995,43606,-814
11322,35996,43441,-815
11323,35997,43276,-815
11324,35998,43111,-815
11325,35999,42947,-812
11326,36000,42782,-813
11327,36001,42617,-813
11328,36002,42453,-812
11329,36003,42288,-810
11330,36004,42123,-813
11331,36005,41958,-815
11332,36006,41794,-817
11333,36007,41629,-815
11334,36008,41464,-816
11335,36009,41300,-819
11336,36010,41135,-824
11337,36011,40970,-821
11338,36012,40805,-820
11339,36013,40640,-821
11340,36014,40476,-822
11341,36015,40311,-824
11342,36016,40146,-826
11343,36017,39982,-828
11344,36018,39817,-828
11345,36019,39652,-831
11346,36020,39487,-833
11347,36021,39322,-834
11348,36022,39157,-835
11349,36023,38993,-837
11350,36024,38828,-838
11351,36025,38663,-840
11352,36026,38499,-840
11353,36027,38334,-844
11354,36028,38169,-843
11355,36029,38005,-841
11356,36030,37840,-840
11357,36031,37675,-840
11358,36032,37510,-842
11359,36033,37346,-847
11360,36034,37181,-851
11361,36035,37016,-853
11362,36036,36851,-855
11363,36037,36687,-857
11364,36038,36521,-856
11365,36039,36357,-858
11366,36040,36192,-857
11367,36041,36028,-858
11368,36042,35863,-859
11369,36043,35698,-861
11370,36044,35533,-865
11371,36045,35369,-865
11372,36046,35204,-867
11373,36047,35039,-867
11374,36048,34874,-867
11375,36049,34710,-869
11376,36050,34545,-869
11377,36051,34380,-872
11378,36052,34216,-873
11379,36053,34051,-875
11380,36054,33886,-878
11381,36055,33721,-878
11382,36056,33557,-878
11383,36057,33392,-882
11384,36058,33227,-889
11385,36059,33062,-887
11386,36060,32898,-889
11387,36061,32733,-887
11388,36062,32568,-887
11389,36063,32403,-889
11390,36064,32238,-891
11391,36065,32074,-891
11392,36066,31909,-894
11393,36067,31744,-900
11394,36068,31579,-904
11395,36069,31415,-903
11396,36070,31250,-904
11397,36071,31085,-902
11398,36072,30920,-903
11399,36073,30755,-910
11400,36674,29501,1898
11401,36675,29666,1905
11402,36676,29830,1916
11403,36677,29995,1930
11404,36678,30158,1937
11405,36679,30323,1942
11406,36680,30487,1947
11407,36681,30652,1937
11408,36682,30816,1932
11409,36683,30981,1935
11410,36684,31145,1946
11411,36685,31310,1954
11412,36686,31474,1951
11413,36687,31639,1946
11414,36688,31803,1946
11415,36689,31968,1949
11416,36690,32133,1946
11417,36691,32297,1950
11418,36692,32461,1952
11419,36693,32626,1954
11420,36694,32791,1960
11421,36695,32955,1962
11422,36696,33120,1968
11423,36697,33284,1969
11424,36698,33448,1966
11425,36699,33613,1962
11426,36700,33778,1968
11427,36701,33943,1974
11428,36702,34107,1966
11429,36703,34272,1962
11430,36704,34437,1963
11431,36705,34602,1963
11432,36706,34766,1969
11433,36707,34930,1976
11434,36708,35096,1979
11435,36709,35261,1972
11436,36710,35427,1969
11437,36711,35592,1976
11438,36712,35757,1980
11439,36713,35922,1971
11440,36714,36086,1968
11441,36715,36251,1971
11442,36716,36416,1980
11443,36717,36580,1987
11444,36718,36745,1981
11445,36719,36910,1975
11446,36720,37074,1973
11447,36721,37239,1972
11448,36722,37405,1971
11449,36723,37569,1977
11450,36724,37733,1981
11451,36725,37898,1987
11452,36726,38063,1986
11453,36727,38228,1984
11454,36728,38392,1984
11455,36729,38557,1983
11456,36730,38721,1983
11457,36731,38886,1983
11458,36732,39051,1986
11459,36733,39216,1993
11460,36734,39381,1996
11461,36735,39545,2002
11462,36736,39710,2001
11463,36737,39875,2001
11464,36738,40040,2002
11465,36739,40204,1999
11466,36740,40369,1996
11467,36741,40534,1997
11468,36742,40699,1997
11469,36743,40864,1997
11470,36744,41028,2000
11471,36745,41193,2001
11472,36746,41358,1997
11473,36747,41523,1998
11474,36748,41687,2002
11475,36749,41852,2000
11476,36750,42017,2000
11477,36751,42182,2003
11478,36752,42347,2006
11479,36753,42511,2005
11480,36754,42676,2007
11481,36755,42841,2007
11482,36756,43005,2007
11483,36757,43170,2007
11484,36758,43334,2010
11485,36759,43499,2013
11486,36760,43664,2012
11487,36761,43829,2010
11488,36762,43994,2014
11489,36763,44158,2015
11490,36764,44323,2016
11491,36765,44488,2022
11492,36766,44653,2027
11493,36767,44817,2029
11494,36768,44982,2031
11495,36769,45147,2028
11496,36770,45312,2031
11497,36771,45476,2037
11498,36772,45641,2037
11499,36773,45806,2035
11500,36774,45971,2037
11501,36775,46136,2039
11502,36776,46301,2041
11503,36777,46465,2040
11504,36778,46629,2040
11505,36779,46795,2039
11506,36780,46959,2040
11507,36781,47124,2042
11508,36782,47289,2044
11509,36783,47453,2045
11510,36784,47619,2046
11511,36785,47783,2044
11512,36786,47948,2044
11513,36787,48113,2045
11514,36788,48277,2045
11515,36789,48442,2046
11516,36790,48607,2048
11517,36791,48771,2050
11518,36792,48936,2053
11519,36793,49101,2049
11520,36794,49266,2049
11521,36795,49431,2050
11522,36796,49595,2050
11523,36797,49760,2051
11524,36798,49924,2052
11525,36799,50089,2055
11526,36800,50254,2050
11527,36801,50419,2047
11528,36802,50584,2051
11529,36803,50748,2059
11530,36804,50913,2060
11531,36805,51077,2057
11532,36806,51242,2058
11533,36807,51408,2062
11534,36808,51572,2059
11535,36809,51737,2062
11536,36810,51902,2061
11537,36811,52067,2059
11538,36812,52231,2063
11539,36813,52396,2060
11540,36814,52561,2062
11541,36815,52726,2063
11542,36816,52890,2064
11543,36817,53055,2066
11544,36818,53220,2069
11545,36819,53384,2069
11546,36820,53549,2071
11547,36821,53714,2073
11548,36822,53879,2073
11549,36823,54043,2071
11550,36824,54208,2072
11551,36825,54373,2067
11552,36826,54538,2070
11553,36827,54703,2074
11554,36828,54868,2074
11555,36829,55032,2078
11556,36830,55197,2079
11557,36831,55362,2080
11558,36832,55526,2082
11559,36833,55691,2081
11560,36834,55856,2076
11561,36835,56021,2077
11562,36836,56186,2077
11563,36837,56351,2078
11564,36838,56515,2082
11565,36839,56680,2087
11566,36840,56845,2088
11567,36841,57010,2090
11568,36842,57174,2089
11569,36843,57339,2092
11570,36844,57504,2094
11571,36845,57669,2094
11572,36846,57833,2094
11573,36847,57998,2094
11574,36848,58163,2092
11575,36849,58327,2094
11576,36850,58492,2097
11577,36851,58657,2097
11578,36852,58822,2101
11579,36853,58987,2102
11580,36854,59151,2103
11581,36855,59316,2106
11582,37352,59932,4409
11583,37353,59768,4432
11584,37354,59603,4433
11585,37355,59439,4428
11586,37356,59275,4426
11587,37357,59110,4426
11588,37358,58945,4429
11589,37359,58780,4429
11590,37360,58616,4431
11591,37361,58451,4433
11592,37362,58286,4435
11593,37363,58122,4434
11594,37364,57958,4432
11595,37365,57793,4433
11596,37366,57628,4432
11597,37367,57464,4431
11598,37368,57299,4436
11599,37369,57134,4434
11600,37370,56969,4432
11601,37371,56804,4433
11602,37372,56640,4433
11603,37373,56474,4432
11604,37374,56310,4433
11605,37375,56145,4432
11606,37376,55980,4433
11607,37377,55815,4432
11608,37378,55650,4432
11609,37379,55485,4434
11610,37380,55320,4435
11611,37381,55156,4435
11612,37382,54991,4436
11613,37383,54826,4435
11614,37384,54661,4434
11615,37385,54496,4432
11616,37386,54331,4432
11617,37387,54166,4432
11618,37388,54001,4433
11619,37389,53836,4433
11620,37390,53671,4433
11621,37391,53507,4432
11622,37392,53342,4430
11623,37393,53177,4432
11624,37394,53012,4432
11625,37395,52847,4431
11626,37396,52682,4431
11627,37397,52517,4432
11628,37398,52353,4432
11629,37399,52188,4432
11630,37400,52023,4433
11631,37401,51859,4432
11632,37402,51694,4432
11633,37403,51529,4432
11634,37404,51364,4433
11635,37405,51199,4432
11636,37406,51034,4428
11637,37407,50870,4428
11638,37408,50705,4427
11639,37409,50540,4429
11640,37410,50375,4430
11641,37411,50211,4431
11642,37412,50046,4429
11643,37413,49881,4428
11644,37414,49716,4429
11645,37415,49551,4431
11646,37416,49387,4430
11647,37417,49222,4430
11648,37418,49057,4431
11649,37419,48892,4432
11650,37420,48728,4431
11651,37421,48563,4430
11652,37422,48398,4431
11653,37423,48233,4432
11654,37424,48068,4430
11655,37425,47904,4430
11656,37426,47739,4430
11657,37427,47574,4432
11658,37428,47409,4431
11659,37429,47245,4432
11660,37430,47080,4429
11661,37431,46915,4428
11662,37432,46750,4428
11663,37433,46586,4426
11664,37434,46421,4427
11665,37435,46256,4428
11666,37436,46091,4426
11667,37437,45927,4428
11668,37438,45762,4427
11669,37439,45597,4426
11670,37440,45433,4423
11671,37441,45268,4423
11672,37442,45103,4423
11673,37443,44938,4425
11674,37444,44773,4423
11675,37445,44608,4421
11676,37446,44444,4420
11677,37447,44279,4421
11678,37448,44115,4419
11679,37449,43950,4419
11680,37450,43785,4420
11681,37451,43620,4419
11682,37452,43455,4416
11683,37453,43291,4416
11684,37454,43126,4416
11685,37455,42961,4418
11686,37456,42796,4417
11687,37457,42632,4414
11688,37458,42467,4416
11689,37459,42302,4417
11690,37460,42138,4416
11691,37461,41973,4415
11692,37462,41808,4415
11693,37463,41643,4416
11694,37464,41478,4413
11695,37465,41314,4412
11696,37466,41149,4412
11697,37467,40984,4412
11698,37468,40820,4414
11699,37469,40655,4416
11700,37470,40490,4417
11701,37471,40325,4413
11702,37472,40161,4413
11703,37473,39996,4414
11704,37474,39831,4416
11705,37475,39666,4417
11706,37476,39502,4416
11707,37477,39337,4417
11708,37478,39172,4417
11709,37479,39007,4416
11710,37480,38842,4419
11711,37481,38678,4417
11712,37482,38513,4420
11713,37483,38348,4424
11714,37484,38183,4418
11715,37485,38019,4416
11716,37486,37854,4413
11717,37487,37689,4414
11718,37488,37524,4414
11719,37489,37359,4413
11720,37490,37195,4413
11721,37491,37030,4414
11722,37492,36866,4413
11723,37493,36701,4413
11724,37494,36536,4414
11725,37495,36371,4411
11726,37496,36207,4412
11727,37497,36042,4409
11728,37498,35877,4408
11729,37499,35713,4411
11730,37500,35548,4412
11731,37501,35383,4410
11732,37502,35218,4404
11733,37503,35053,4405
11734,37504,34888,4406
11735,37505,34724,4405
11736,37506,34559,4408
11737,37507,34394,4410
11738,37508,34229,4411
11739,37509,34065,4413
11740,37510,33900,4411
11741,37511,33735,4412
11742,37512,33570,4410
11743,37513,33406,4406
11744,37514,33241,4404
11745,37515,33076,4407
11746,37516,32911,4407
11747,37517,32747,4411
11748,37518,32582,4411
11749,37519,32417,4411
11750,37520,32252,4410
11751,37521,32087,4410
11752,37522,31923,4410
11753,37523,31758,4408
11754,37524,31593,4408
11755,37525,31428,4405
11756,37526,31264,4406
11757,37527,31099,4408
11758,37528,30934,4409
11759,37529,30770,4408
11760,37530,30605,4408
11761,37531,30440,4407
11762,37532,30275,4407
11763,37533,30110,4397
11764,37534,29945,4390
11765,37535,29781,4384
11766,37536,29616,4381
11767,37537,29450,4383
11768,37538,29280,4414
11769,37539,29106,4477
11770,37540,28926,4585
11771,38184,29227,7000
11772,38185,29391,7027
11773,38186,29554,7045
11774,38187,29720,7058
11775,38188,29884,7076
11776,38189,30048,7088
11777,38190,30213,7096
11778,38191,30377,7105
11779,38192,30542,7107
11780,38193,30707,7104
11781,38194,30872,7100
11782,38195,31037,7098
11783,38196,31203,7105
11784,38197,31367,7107
11785,38198,31532,7108
11786,38199,31696,7107
11787,38200,31861,7109
11788,38201,32026,7112
11789,38202,32190,7113
11790,38203,32355,7115
11791,38204,32519,7115
11792,38205,32684,7111
11793,38206,32849,7112
11794,38207,33014,7116
11795,38208,33178,7118
11796,38209,33343,7120
11797,38210,33507,7116
11798,38211,33672,7120
11799,38212,33836,7122
11800,38213,34001,7120
11801,38214,34165,7123
11802,38215,34330,7124
11803,38216,34494,7129
11804,38217,34660,7129
11805,38218,34825,7129
11806,38219,34989,7132
11807,38220,35153,7134
11808,38221,35319,7139
11809,38222,35484,7137
11810,38223,35648,7136
11811,38224,35813,7134
11812,38225,35978,7136
11813,38226,36143,7140
11814,38227,36309,7138
11815,38228,36473,7136
11816,38229,36638,7142
11817,38230,36802,7150
11818,38231,36967,7149
11819,38232,37131,7151
11820,38233,37297,7153
11821,38234,37462,7154
11822,38235,37626,7155
11823,38236,37791,7155
11824,38237,37956,7156
11825,38238,38121,7155
11826,38239,38285,7156
11827,38240,38450,7159
11828,38241,38615,7167
11829,38242,38780,7170
11830,38243,38944,7169
11831,38244,39108,7164
11832,38245,39273,7166
11833,38246,39438,7170
11834,38247,39603,7172
11835,38248,39768,7169
11836,38249,39932,7171
11837,38250,40097,7173
11838,38251,40262,7171
11839,38252,40426,7172
11840,38253,40591,7175
11841,38254,40756,7174
11842,38255,40921,7176
11843,38256,41086,7176
11844,38257,41250,7180
11845,38258,41415,7178
11846,38259,41580,7181
11847,38260,41745,7184
11848,38261,41909,7187
11849,38262,42074,7186
11850,38263,42239,7188
11851,38264,42404,7188
11852,38265,42569,7190
11853,38266,42734,7188
11854,38267,42898,7192
11855,38268,43063,7197
11856,38269,43228,7197
11857,38270,43393,7196
11858,38271,43557,7196
11859,38272,43722,7200
11860,38273,43887,7198
11861,38274,44051,7197
11862,38275,44216,7200
11863,38276,44381,7200
11864,38277,44545,7203
11865,38278,44710,7205
11866,38279,44875,7207
11867,38280,45040,7208
11868,38281,45205,7210
11869,38282,45370,7209
11870,38283,45534,7210
11871,38284,45699,7211
11872,38285,45863,7214
11873,38286,46028,7215
11874,38287,46193,7217
11875,38288,46358,7218
11876,38289,46523,7220
11877,38290,46687,7220
11878,38291,46852,7224
11879,38292,47017,7225
11880,38293,47181,7226
11881,38294,47346,7225
11882,38295,47511,7227
11883,38296,47676,7228
11884,38297,47841,7229
11885,38298,48005,7229
11886,38299,48170,7231
11887,38300,48335,7232
11888,38301,48500,7233
11889,38302,48665,7234
11890,38303,48829,7234
11891,38304,48994,7231
11892,38305,49159,7230
11893,38306,49323,7232
11894,38307,49488,7236
11895,38308,49653,7237
11896,38309,49818,7236
11897,38310,49983,7238
11898,38311,50147,7240
11899,38312,50312,7239
11900,38313,50477,7240
11901,38314,50642,7242
11902,38315,50807,7244
11903,38316,50971,7246
11904,38317,51136,7248
11905,38318,51301,7251
11906,38319,51465,7252
11907,38320,51630,7252
11908,38321,51795,7249
11909,38322,51959,7251
11910,38323,52124,7251
11911,38324,52289,7252
11912,38325,52454,7255
11913,38326,52618,7257
11914,38327,52783,7259
11915,38328,52948,7262
11916,38329,53113,7266
11917,38330,53277,7266
11918,38331,53442,7267
11919,38332,53607,7269
11920,38333,53772,7269
11921,38334,53936,7267
11922,38335,54101,7272
11923,38336,54266,7272
11924,38337,54431,7273
11925,38338,54596,7275
11926,38339,54760,7276
11927,38340,54925,7275
11928,38341,55090,7282
11929,38342,55255,7286
11930,38343,55420,7283
11931,38344,55584,7280
11932,38345,55749,7284
11933,38346,55914,7285
11934,38347,56079,7285
11935,38348,56243,7288
11936,38349,56408,7287
11937,38350,56573,7285
11938,38351,56738,7292
11939,38352,56902,7294
11940,38353,57067,7293
11941,38354,57232,7295
11942,38355,57396,7295
11943,38356,57561,7298
11944,38357,57726,7301
11945,38358,57891,7303
11946,38359,58055,7302
11947,38360,58220,7302
11948,38361,58385,7304
11949,38362,58550,7307
11950,38363,58715,7308
11951,38364,58879,7307
11952,38365,59044,7309
11953,38366,59209,7310
11954,38367,59374,7310
11955,38368,59539,7310
11956,38896,58973,10631
11957,38897,58807,10622
11958,38898,58643,10618
11959,38899,58477,10617
11960,38900,58313,10618
11961,38901,58148,10620
11962,38902,57983,10620
11963,38903,57818,10619
11964,38904,57654,10618
11965,38905,57489,10619
11966,38906,57324,10620
11967,38907,57159,10619
11968,38908,56994,10618
11969,38909,56830,10617
11970,38910,56665,10617
11971,38911,56500,10618
11972,38912,56336,10619
11973,38913,56171,10617
11974,38914,56006,10616
11975,38915,55841,10617
11976,38916,55676,10619
11977,38917,55512,10618
11978,38918,55347,10617
11979,38919,55182,10617
11980,38920,55017,10615
11981,38921,54852,10615
11982,38922,54688,10617
11983,38923,54523,10615
11984,38924,54358,10614
11985,38925,54193,10614
11986,38926,54029,10614
11987,38927,53864,10616
11988,38928,53699,10614
11989,38929,53535,10611
11990,38930,53370,10613
11991,38931,53205,10614
11992,38932,53040,10611
11993,38933,52876,10612
11994,38934,52711,10612
11995,38935,52546,10610
11996,38936,52381,10609
11997,38937,52217,10608
11998,38938,52052,10608
11999,38939,51887,10608
12000,38940,51722,10610
12001,38941,51557,10609
12002,38942,51393,10609
12003,38943,51228,10606
12004,38944,51063,10606
12005,38945,50899,10607
12006,38946,50734,10608
12007,38947,50569,10609
12008,38948,50404,10608
12009,38949,50239,10607
12010,38950,50075,10607
12011,38951,49910,10606
12012,38952,49745,10606
12013,38953,49580,10607
12014,38954,49416,10606
12015,38955,49251,10606
12016,38956,49087,10606
12017,38957,48922,10607
12018,38958,48757,10607
12019,38959,48592,10605
12020,38960,48427,10604
12021,38961,48263,10604
12022,38962,48098,10602
12023,38963,47933,10603
12024,38964,47768,10604
12025,38965,47604,10603
12026,38966,47439,10603
12027,38967,47274,10603
12028,38968,47109,10604
12029,38969,46945,10604
12030,38970,46780,10602
12031,38971,46615,10601
12032,38972,46450,10600
12033,38973,46285,10601
12034,38974,46121,10601
12035,38975,45956,10601
12036,38976,45791,10602
12037,38977,45627,10602
12038,38978,45462,10600
12039,38979,45297,10600
12040,38980,45132,10601
12041,38981,44967,10599
12042,38982,44803,10598
12043,38983,44638,10598
12044,38984,44473,10598
12045,38985,44308,10598
12046,38986,44144,10596
12047,38987,43979,10597
12048,38988,43814,10597
12049,38989,43649,10596
12050,38990,43485,10597
12051,38991,43320,10595
12052,38992,43155,10596
12053,38993,42990,10595
12054,38994,42825,10595
12055,38995,42661,10596
12056,38996,42496,10595
12057,38997,42332,10595
12058,38998,42167,10595
12059,38999,42002,10596
12060,39000,41837,10595
12061,39001,41673,10593
12062,39002,41508,10595
12063,39003,41343,10594
12064,39004,41178,10592
12065,39005,41014,10593
12066,39006,40849,10593
12067,39007,40684,10593
12068,39008,40519,10595
12069,39009,40355,10594
12070,39010,40190,10593
12071,39011,40025,10593
12072,39012,39860,10588
12073,39013,39696,10588
12074,39014,39531,10588
12075,39015,39366,10587
12076,39016,39201,10580
12077,39017,39036,10567
12078,39018,38871,10555
12079,39019,38701,10535
12080,39020,38528,10480
12081,39021,38360,10386
12082,39022,38197,10291
12083,39023,38034,10205
12084,39024,37869,10126
12085,39025,37703,10043
12086,39026,37539,9961
12087,39027,37373,9878
12088,39028,37209,9794
12089,39029,37044,9709
12090,39030,36878,9625
12091,39031,36714,9539
12092,39032,36550,9453
12093,39033,36384,9371
12094,39034,36219,9285
12095,39035,36054,9202
12096,39036,35889,9110
12097,39037,35727,9026
12098,39038,35561,8948
12099,39039,35395,8864
12100,39040,35230,8778
12101,39041,35065,8694
12102,39042,34905,8613
12103,39043,34747,8554
12104,39044,34586,8527
12105,39045,34421,8529
12106,39046,34256,8551
12107,39047,34091,8576
12108,39048,33927,8598
12109,39049,33762,8618
12110,39050,33597,8637
12111,39051,33433,8656
12112,39052,33268,8674
12113,39053,33102,8692
12114,39054,32933,8722
12115,39055,32763,8781
12116,39056,32600,8856
12117,39057,32435,8927
12118,39058,32271,8996
12119,39059,32106,9063
12120,39060,31942,9131
12121,39061,31777,9199
12122,39062,31612,9265
12123,39063,31447,9332
12124,39064,31282,9399
12125,39065,31118,9463
12126,39066,30952,9529
12127,39067,30787,9597
12128,39068,30623,9662
12129,39069,30458,9728
12130,39070,30292,9798
12131,39071,30129,9868
12132,39072,29964,9935
12133,39073,29799,10003
12134,39074,29635,10071
12135,39075,29470,10137
12136,39076,29305,10204
12137,39077,29140,10269
12138,39078,28976,10337
12139,39079,28817,10398
12140,39080,28657,10435
12141,39081,28494,10445
12142,39082,28329,10438
12143,39083,28164,10432
12144,39084,27999,10429
12145,39085,27834,10427
12146,39086,27668,10430
12147,39087,27503,10442
12148,39088,27337,10460
12149,39089,27171,10487
12150,39090,27008,10511
12151,39091,26844,10532
12152,39092,26680,10545
12153,39093,26516,10545
12154,39094,26351,10542
12155,39095,26186,10542
12156,39096,26021,10552
12157,39097,25856,10555
12158,39098,25692,10556
12159,39099,25527,10557
12160,39100,25362,10560
12161,39101,25197,10558
12162,39102,25033,10550
12163,39103,24868,10545
12164,39104,24703,10546
12165,39105,24538,10549
12166,39106,24373,10551
12167,39107,24208,10552
12168,39108,24044,10552
12169,39109,23879,10553
12170,39110,23714,10553
12171,39111,23550,10553
12172,39112,23385,10553
12173,39113,23220,10553
12174,39114,23055,10553
12175,39115,22891,10553
12176,39116,22726,10553
12177,39117,22561,10553
12178,39118,22397,10554
12179,39119,22232,10554
12180,39120,22067,10554
12181,39121,21902,10553
12182,39122,21738,10552
12183,39123,21573,10552
12184,39124,21408,10552
12185,39125,21243,10552
12186,39126,21079,10551
12187,39127,20914,10552
12188,39128,20749,10553
12189,39129,20584,10551
12190,39130,20419,10551
12191,39131,20254,10550
12192,39132,20090,10549
12193,39133,19925,10549
12194,39134,19760,10547
12195,39135,19596,10549
12196,39136,19431,10550
12197,39137,19266,10549
12198,39138,19101,10550
12199,39139,18937,10549
12200,39140,18772,10549
12201,39141,18607,10548
12202,39142,18443,10547
12203,39143,18278,10548
12204,39144,18113,10547
12205,39145,17948,10547
12206,39146,17783,10546
12207,39147,17619,10545
12208,39148,17454,10545
12209,39149,17289,10545
12210,39150,17124,10546
12211,39151,16960,10545
12212,39152,16795,10548
12213,39153,16630,10546
12214,39154,16465,10546
12215,39155,16301,10546
12216,39156,16136,10546
12217,39157,15971,10544
12218,39158,15806,10544
12219,39159,15642,10547
12220,39160,15477,10548
12221,39161,15312,10545
12222,39162,15147,10545
12223,39163,14982,10545
12224,39164,14817,10544
12225,39165,14653,10545
12226,39166,14488,10544
12227,39167,14324,10543
12228,39168,14159,10542
12229,39169,13994,10541
12230,39170,13829,10541
12231,39171,13665,10540
12232,39172,13500,10542
12233,39173,13335,10540
12234,39174,13171,10539
12235,39175,13006,10539
12236,39176,12841,10539
12237,39177,12676,10539
12238,39178,12512,10539
12239,39179,12347,10539
12240,39180,12182,10540
12241,39181,12017,10539
12242,39182,11852,10537
12243,39183,11688,10536
12244,39184,11523,10534
12245,39185,11358,10531
12246,39186,11193,10533
12247,39187,11029,10533
12248,39188,10864,10533
12249,39189,10699,10534
12250,39190,10534,10533
