,fldr,sx,sy
4358,19480,25034,-952
4359,19481,25199,-951
4360,19482,25363,-952
4361,19483,25528,-952
4362,19484,25693,-944
4363,19485,25858,-944
4364,19486,26022,-943
4365,19487,26187,-941
4366,19488,26352,-941
4367,19489,26517,-939
4368,19490,26681,-940
4369,19491,26846,-934
4370,19492,27011,-932
4371,19493,27176,-932
4372,19494,27340,-928
4373,19495,27505,-920
4374,19496,27670,-920
4375,19497,27835,-923
4376,19498,28000,-924
4377,19499,28164,-924
4378,19500,28329,-918
4379,19501,28494,-915
4380,19502,28659,-917
4381,19503,28824,-917
4382,19504,28988,-916
4383,19505,29153,-912
4384,19506,29318,-911
4385,19507,29483,-910
4386,19508,29647,-911
4387,19509,29812,-906
4388,19510,29977,-903
4389,19511,30142,-901
4390,19512,30306,-895
4391,19513,30471,-893
4392,19514,30636,-890
4393,19515,30801,-891
4394,19516,30966,-895
4395,19517,31130,-892
4396,19518,31295,-889
4397,19519,31460,-889
4398,19520,31624,-888
4399,19521,31789,-889
4400,19522,31954,-885
4401,19523,32119,-882
4402,19524,32284,-881
4403,19525,32448,-881
4404,19526,32613,-878
4405,19527,32778,-876
4406,19528,32942,-875
4407,19529,33107,-873
4408,19530,33272,-871
4409,19531,33437,-870
4410,19532,33602,-869
4411,19533,33766,-867
4412,19534,33931,-867
4413,19535,34096,-862
4414,19536,34261,-863
4415,19537,34425,-862
4416,19538,34590,-862
4417,19539,34755,-861
4418,19540,34919,-858
4419,19541,35084,-856
4420,19542,35249,-856
4421,19543,35414,-853
4422,19544,35578,-851
4423,19545,35743,-849
4424,19546,35908,-848
4425,19547,36073,-848
4426,19548,36237,-849
4427,19549,36402,-849
4428,19550,36567,-845
4429,19551,36731,-842
4430,19552,36896,-839
4431,19553,37061,-837
4432,19554,37226,-835
4433,19555,37391,-835
4434,19556,37556,-829
4435,19557,37720,-830
4436,19558,37885,-828
4437,19559,38050,-826
4438,19560,38215,-826
4439,19561,38379,-827
4440,19562,38544,-824
4441,19563,38709,-820
4442,19564,38874,-818
4443,19565,39039,-816
4444,19566,39204,-814
4445,19567,39368,-815
4446,19568,39533,-814
4447,19569,39697,-813
4448,19570,39862,-810
4449,19571,40027,-811
4450,19572,40192,-811
4451,19573,40356,-809
4452,19574,40521,-806
4453,19575,40686,-803
4454,19576,40851,-798
4455,19577,41016,-796
4456,19578,41181,-797
4457,19579,41345,-796
4458,19580,41510,-794
4459,19581,41675,-795
4460,19582,41840,-792
4461,19583,42004,-790
4462,19584,42169,-788
4463,19585,42334,-785
4464,19586,42499,-779
4465,19587,42664,-777
4466,19588,42829,-778
4467,19589,42993,-779
4468,19590,43158,-781
4469,19591,43323,-781
4470,19592,43488,-779
4471,19593,43652,-779
4472,19594,43817,-774
4473,19595,43982,-771
4474,19596,44146,-771
4475,19597,44311,-771
4476,19598,44476,-773
4477,19599,44640,-775
4478,19600,44805,-774
4479,19601,44970,-775
4480,19602,45134,-772
4481,19603,45299,-766
4482,19604,45464,-765
4483,19605,45629,-766
4484,19606,45793,-763
4485,19607,45958,-757
4486,19608,46123,-756
4487,19609,46288,-759
4488,19610,46452,-761
4489,19611,46617,-758
4490,19612,46782,-754
4491,19613,46947,-749
4492,19614,47111,-745
4493,19615,47276,-744
4494,19616,47441,-744
4495,19617,47605,-745
4496,19618,47770,-743
4497,19619,47935,-740
4498,19620,48100,-742
4499,19621,48264,-742
4500,19622,48429,-739
4501,19623,48594,-739
4502,19624,48759,-735
4503,19625,48923,-729
4504,19626,49089,-722
4505,19627,49253,-723
4506,19628,49418,-725
4507,19629,49583,-721
4508,19630,49748,-718
4509,19631,49914,-710
4510,19632,50078,-714
4511,19633,50242,-716
4512,19634,50407,-716
4513,19635,50572,-716
4514,19636,50736,-717
4515,19637,50901,-708
4516,19638,51067,-699
4517,19639,51232,-694
4518,19640,51398,-698
4519,19641,51561,-707
4520,19642,51725,-704
4521,19643,51890,-702
4522,19644,52055,-698
4523,19645,52220,-697
4524,19646,52384,-699
4525,19647,52548,-699
4526,19648,52714,-693
4527,19649,52878,-693
4528,19650,53043,-687
4529,19651,53208,-684
4530,19652,53373,-681
4531,19653,53538,-679
4532,19654,53704,-679
4533,19655,53868,-679
4534,19656,54032,-676
4535,19657,54198,-667
4536,19658,54367,-666
4537,19659,54535,-683
4538,19660,54699,-708
4539,19661,54860,-733
4540,19662,55022,-746
4541,19663,55184,-745
4542,19664,55350,-737
4543,19665,55514,-732
4544,19666,55678,-722
4545,19667,55843,-706
4546,19668,56007,-690
4547,19669,56173,-671
4548,19670,56338,-654
4549,19671,56504,-652
4550,19672,56669,-652
4551,19673,56833,-653
4552,19674,56998,-653
4553,19675,57162,-651
4554,19676,57326,-641
4555,19677,57492,-627
4556,19678,57659,-621
4557,19679,57823,-624
4558,19680,57988,-626
4559,19681,58154,-635
4560,19682,58317,-647
4561,19683,58480,-651
4562,19684,58644,-642
4563,19685,58809,-632
4564,19686,58975,-627
4565,19687,59140,-630
4566,19688,59303,-635
4567,20202,59048,2113
4568,20203,58884,2109
4569,20204,58719,2112
4570,20205,58552,2107
4571,20206,58388,2094
4572,20207,58223,2086
4573,20208,58058,2092
4574,20209,57893,2109
4575,20210,57728,2113
4576,20211,57564,2102
4577,20212,57400,2097
4578,20213,57235,2100
4579,20214,57071,2098
4580,20215,56907,2098
4581,20216,56743,2095
4582,20217,56577,2092
4583,20218,56412,2090
4584,20219,56248,2085
4585,20220,56084,2094
4586,20221,55920,2096
4587,20222,55754,2086
4588,20223,55589,2082
4589,20224,55425,2081
4590,20225,55260,2087
4591,20226,55095,2087
4592,20227,54931,2075
4593,20228,54766,2079
4594,20229,54601,2089
4595,20230,54437,2090
4596,20231,54272,2079
4597,20232,54107,2071
4598,20233,53942,2075
4599,20234,53777,2072
4600,20235,53612,2079
4601,20236,53447,2080
4602,20237,53282,2079
4603,20238,53118,2075
4604,20239,52953,2079
4605,20240,52788,2068
4606,20241,52623,2061
4607,20242,52458,2058
4608,20243,52295,2057
4609,20244,52129,2056
4610,20245,51965,2063
4611,20246,51800,2061
4612,20247,51636,2060
4613,20248,51470,2059
4614,20249,51305,2059
4615,20250,51140,2057
4616,20251,50976,2061
4617,20252,50811,2065
4618,20253,50646,2060
4619,20254,50482,2052
4620,20255,50317,2055
4621,20256,50153,2053
4622,20257,49987,2052
4623,20258,49822,2050
4624,20259,49658,2046
4625,20260,49493,2047
4626,20261,49329,2042
4627,20262,49163,2043
4628,20263,48999,2046
4629,20264,48834,2043
4630,20265,48669,2044
4631,20266,48504,2043
4632,20267,48340,2042
4633,20268,48175,2041
4634,20269,48010,2036
4635,20270,47845,2042
4636,20271,47681,2040
4637,20272,47516,2039
4638,20273,47351,2035
4639,20274,47187,2031
4640,20275,47022,2035
4641,20276,46857,2034
4642,20277,46692,2031
4643,20278,46527,2036
4644,20279,46363,2032
4645,20280,46198,2029
4646,20281,46033,2031
4647,20282,45868,2023
4648,20283,45705,2018
4649,20284,45539,2020
4650,20285,45374,2022
4651,20286,45210,2020
4652,20287,45044,2014
4653,20288,44880,2015
4654,20289,44715,2012
4655,20290,44551,2007
4656,20291,44386,2008
4657,20292,44220,2009
4658,20293,44056,2011
4659,20294,43891,2010
4660,20295,43726,2004
4661,20296,43561,2007
4662,20297,43397,2006
4663,20298,43232,2004
4664,20299,43067,2009
4665,20300,42902,2000
4666,20301,42737,2001
4667,20302,42573,2002
4668,20303,42408,2003
4669,20304,42243,2006
4670,20305,42079,2006
4671,20306,41914,1999
4672,20307,41749,1996
4673,20308,41584,1997
4674,20309,41419,1997
4675,20310,41255,1997
4676,20311,41090,1994
4677,20312,40925,1991
4678,20313,40760,1991
4679,20314,40596,1991
4680,20315,40431,1988
4681,20316,40266,1986
4682,20317,40101,1986
4683,20318,39936,1982
4684,20319,39772,1980
4685,20320,39607,1984
4686,20321,39442,1983
4687,20322,39277,1980
4688,20323,39112,1977
4689,20324,38947,1973
4690,20325,38782,1975
4691,20326,38618,1976
4692,20327,38452,1978
4693,20328,38288,1985
4694,20329,38124,1980
4695,20330,37959,1977
4696,20331,37794,1972
4697,20332,37630,1971
4698,20333,37465,1964
4699,20334,37300,1965
4700,20335,37135,1967
4701,20336,36971,1971
4702,20337,36807,1971
4703,20338,36642,1969
4704,20339,36477,1970
4705,20340,36312,1971
4706,20341,36147,1969
4707,20342,35983,1969
4708,20343,35818,1965
4709,20344,35653,1965
4710,20345,35488,1961
4711,20346,35324,1962
4712,20347,35159,1964
4713,20348,34995,1967
4714,20349,34830,1963
4715,20350,34666,1961
4716,20351,34502,1955
4717,20352,34335,1954
4718,20353,34171,1958
4719,20354,34006,1958
4720,20355,33842,1954
4721,20356,33676,1953
4722,20357,33511,1959
4723,20358,33347,1956
4724,20359,33182,1955
4725,20360,33017,1956
4726,20361,32852,1955
4727,20362,32688,1954
4728,20363,32524,1951
4729,20364,32358,1952
4730,20365,32194,1951
4731,20366,32029,1949
4732,20367,31864,1950
4733,20368,31700,1949
4734,20369,31536,1945
4735,20370,31371,1943
4736,20371,31206,1945
4737,20372,31040,1948
4738,20373,30876,1947
4739,20374,30712,1948
4740,20375,30547,1947
4741,20376,30382,1943
4742,20377,30217,1942
4743,20378,30053,1944
4744,20379,29888,1941
4745,20380,29724,1940
4746,20381,29558,1938
4747,20382,29393,1940
4748,20383,29229,1930
4749,20384,29064,1922
4750,20385,28898,1930
4751,20386,28734,1940
4752,20387,28570,1933
4753,20388,28405,1928
4754,20389,28240,1927
4755,20390,28075,1931
4756,20391,27912,1931
4757,20392,27746,1926
4758,20393,27582,1931
4759,20394,27417,1928
4760,20395,27252,1921
4761,20396,27088,1919
4762,20397,26922,1918
4763,20398,26758,1915
4764,20399,26593,1910
4765,20400,26427,1913
4766,20401,26264,1918
4767,20402,26099,1913
4768,20403,25934,1905
4769,20404,25769,1908
4770,20405,25604,1909
4771,20406,25439,1909
4772,20407,25275,1906
4773,20408,25110,1910
4774,20409,24945,1913
4775,20410,24780,1910
4776,20411,24616,1910
4777,20412,24452,1904
4778,20413,24286,1905
4779,20414,24121,1910
4780,20415,23957,1905
4781,20416,23792,1902
4782,20417,23627,1901
4783,20418,23462,1904
4784,20419,23298,1910
4785,20420,23133,1903
4786,20421,22969,1899
4787,20422,22804,1899
4788,20423,22639,1903
4789,20424,22474,1900
4790,20425,22309,1899
4791,20426,22145,1899
4792,20427,21979,1897
4793,20428,21815,1902
4794,20429,21650,1898
4795,20430,21485,1896
4796,20431,21321,1896
4797,20432,21156,1894
4798,20433,20991,1894
4799,20434,20826,1897
4800,20435,20662,1895
4801,20436,20498,1891
4802,20437,20333,1889
4803,20438,20167,1890
4804,20439,20003,1890
4805,20440,19838,1891
4806,20441,19673,1890
4807,20442,19508,1887
4808,20443,19344,1888
4809,20444,19179,1888
4810,20445,19014,1885
4811,20446,18849,1889
4812,20447,18685,1885
4813,20448,18520,1879
4814,20449,18355,1877
4815,20450,18191,1876
4816,20451,18024,1875
4817,20452,17858,1873
4818,20453,17694,1873
4819,20454,17530,1874
4820,20455,17365,1870
4821,20456,17200,1868
4822,20457,17035,1858
4823,20458,16870,1844
4824,20459,16704,1839
4825,20460,16539,1849
4826,20461,16376,1865
4827,20462,16211,1860
4828,20463,16046,1852
4829,20464,15881,1847
4830,20465,15717,1844
4831,20466,15553,1845
4832,20467,15387,1854
4833,20468,15224,1871
4834,20469,15059,1870
4835,20470,14893,1867
4836,20471,14729,1861
4837,20472,14564,1855
4838,20473,14399,1855
4839,20474,14235,1852
4840,20475,14070,1850
4841,20476,13905,1855
4842,20477,13740,1853
4843,20478,13575,1850
4844,20479,13411,1845
4845,20480,13246,1841
4846,20481,13082,1841
4847,20482,12917,1838
4848,20483,12752,1835
4849,20484,12587,1836
4850,20485,12423,1835
4851,20486,12258,1830
4852,20487,12093,1830
4853,20488,11928,1836
4854,20489,11764,1833
4855,20490,11599,1833
4856,20491,11434,1832
4857,20492,11269,1827
4858,20493,11104,1829
4859,20494,10940,1830
4860,20495,10775,1828
4861,20496,10610,1832
4862,20497,10445,1833
4863,20498,10281,1832
4864,20499,10116,1831
4865,20500,9951,1832
4866,20501,9786,1829
4867,20502,9622,1826
4868,20503,9457,1827
4869,20504,9292,1820
4870,20505,9127,1814
4871,20506,8962,1815
4872,20507,8796,1814
4873,20508,8626,1837
4874,20509,8454,1900
4875,20510,8280,1994
4876,20511,8094,2150
4877,21024,8105,4259
4878,21025,8258,4327
4879,21026,8416,4358
4880,21027,8578,4361
4881,21028,8744,4352
4882,21029,8909,4347
4883,21030,9075,4354
4884,21031,9237,4360
4885,21032,9401,4352
4886,21033,9567,4345
4887,21034,9732,4350
4888,21035,9897,4353
4889,21036,10063,4353
4890,21037,10228,4354
4891,21038,10393,4356
4892,21039,10558,4361
4893,21040,10721,4367
4894,21041,10886,4368
4895,21042,11050,4368
4896,21043,11215,4368
4897,21044,11380,4367
4898,21045,11544,4365
4899,21046,11709,4361
4900,21047,11874,4361
4901,21048,12039,4360
4902,21049,12203,4360
4903,21050,12368,4362
4904,21051,12532,4363
4905,21052,12697,4363
4906,21053,12861,4364
4907,21054,13026,4362
4908,21055,13191,4362
4909,21056,13355,4358
4910,21057,13521,4355
4911,21058,13685,4358
4912,21059,13850,4359
4913,21060,14015,4360
4914,21061,14179,4359
4915,21062,14344,4360
4916,21063,14509,4362
4917,21064,14674,4363
4918,21065,14838,4362
4919,21066,15003,4364
4920,21067,15167,4365
4921,21068,15332,4362
4922,21069,15497,4362
4923,21070,15662,4365
4924,21071,15826,4367
4925,21072,15990,4370
4926,21073,16155,4369
4927,21074,16320,4370
4928,21075,16485,4370
4929,21076,16650,4370
4930,21077,16815,4370
4931,21078,16979,4371
4932,21079,17145,4372
4933,21080,17309,4376
4934,21081,17473,4377
4935,21082,17638,4379
4936,21083,17803,4383
4937,21084,17968,4386
4938,21085,18132,4389
4939,21086,18296,4388
4940,21087,18461,4377
4941,21088,18626,4372
4942,21089,18791,4375
4943,21090,18956,4381
4944,21091,19120,4384
4945,21092,19285,4387
4946,21093,19449,4387
4947,21094,19614,4385
4948,21095,19779,4382
4949,21096,19944,4381
4950,21097,20109,4381
4951,21098,20274,4384
4952,21099,20438,4387
4953,21100,20603,4388
4954,21101,20768,4388
4955,21102,20932,4390
4956,21103,21097,4391
4957,21104,21262,4391
4958,21105,21426,4388
4959,21106,21592,4390
4960,21107,21756,4387
4961,21108,21921,4385
4962,21109,22085,4387
4963,21110,22250,4389
4964,21111,22415,4392
4965,21112,22580,4391
4966,21113,22745,4387
4967,21114,22910,4386
4968,21115,23074,4388
4969,21116,23238,4389
4970,21117,23404,4389
4971,21118,23568,4391
4972,21119,23732,4396
4973,21120,23898,4394
4974,21121,24062,4395
4975,21122,24228,4397
4976,21123,24392,4398
4977,21124,24557,4399
4978,21125,24721,4402
4979,21126,24886,4405
4980,21127,25051,4404
4981,21128,25215,4401
4982,21129,25380,4403
4983,21130,25545,4405
4984,21131,25710,4406
4985,21132,25874,4407
4986,21133,26039,4407
4987,21134,26203,4414
4988,21135,26368,4407
4989,21136,26533,4400
4990,21137,26698,4397
4991,21138,26863,4395
4992,21139,27027,4392
4993,21140,27193,4391
4994,21141,27357,4395
4995,21142,27522,4399
4996,21143,27687,4396
4997,21144,27851,4395
4998,21145,28016,4396
4999,21146,28181,4395
5000,21147,28345,4393
5001,21148,28510,4390
5002,21149,28675,4388
5003,21150,28840,4389
5004,21151,29005,4388
5005,21152,29170,4394
5006,21153,29334,4396
5007,21154,29499,4397
5008,21155,29664,4392
5009,21156,29828,4389
5010,21157,29993,4388
5011,21158,30158,4388
5012,21159,30322,4388
5013,21160,30488,4388
5014,21161,30652,4391
5015,21162,30817,4386
5016,21163,30982,4383
5017,21164,31146,4382
5018,21165,31312,4382
5019,21166,31476,4383
5020,21167,31641,4378
5021,21168,31806,4374
5022,21169,31970,4372
5023,21170,32137,4365
5024,21171,32303,4375
5025,21172,32468,4387
5026,21173,32632,4403
5027,21174,32795,4408
5028,21175,32959,4403
5029,21176,33125,4390
5030,21177,33289,4386
5031,21178,33454,4385
5032,21179,33620,4383
5033,21180,33785,4386
5034,21181,33949,4389
5035,21182,34114,4384
5036,21183,34279,4380
5037,21184,34444,4379
5038,21185,34609,4382
5039,21186,34773,4385
5040,21187,34938,4379
5041,21188,35103,4377
5042,21189,35268,4378
5043,21190,35432,4380
5044,21191,35597,4381
5045,21192,35762,4385
5046,21193,35925,4388
5047,21194,36090,4386
5048,21195,36256,4387
5049,21196,36420,4388
5050,21197,36585,4386
5051,21198,36750,4386
5052,21199,36915,4385
5053,21200,37079,4388
5054,21201,37245,4389
5055,21202,37409,4388
5056,21203,37574,4387
5057,21204,37739,4390
5058,21205,37902,4394
5059,21206,38068,4393
5060,21207,38232,4393
5061,21208,38397,4393
5062,21209,38562,4392
5063,21210,38726,4392
5064,21211,38891,4393
5065,21212,39056,4391
5066,21213,39221,4392
5067,21214,39386,4391
5068,21215,39550,4391
5069,21216,39715,4392
5070,21217,39880,4390
5071,21218,40045,4387
5072,21219,40211,4384
5073,21220,40376,4388
5074,21221,40539,4397
5075,21222,40703,4396
5076,21223,40869,4393
5077,21224,41033,4395
5078,21225,41199,4394
5079,21226,41363,4404
5080,21227,41528,4413
5081,21228,41693,4418
5082,21229,41857,4417
5083,21230,42020,4411
5084,21231,42184,4395
5085,21232,42350,4365
5086,21233,42516,4356
5087,21234,42683,4366
5088,21235,42848,4379
5089,21236,43012,4385
5090,21237,43177,4393
5091,21238,43342,4397
5092,21239,43506,4406
5093,21240,43670,4413
5094,21241,43836,4412
5095,21242,44000,4416
5096,21243,44164,4418
5097,21244,44329,4414
5098,21245,44494,4411
5099,21246,44658,4404
5100,21247,44825,4403
5101,21248,44990,4409
5102,21249,45154,4419
5103,21250,45318,4423
5104,21251,45482,4419
5105,21252,45646,4412
5106,21253,45811,4405
5107,21254,45976,4404
5108,21255,46141,4404
5109,21256,46305,4408
5110,21257,46470,4408
5111,21258,46635,4405
5112,21259,46800,4403
5113,21260,46965,4403
5114,21261,47129,4405
5115,21262,47294,4405
5116,21263,47459,4406
5117,21264,47624,4408
5118,21265,47788,4414
5119,21266,47953,4420
5120,21267,48118,4427
5121,21268,48282,4425
5122,21269,48447,4429
5123,21270,48612,4429
5124,21271,48776,4430
5125,21272,48941,4432
5126,21273,49106,4433
5127,21274,49271,4431
5128,21275,49435,4427
5129,21276,49600,4426
5130,21277,49765,4422
5131,21278,49930,4423
5132,21279,50094,4420
5133,21280,50259,4416
5134,21281,50424,4415
5135,21282,50588,4414
5136,21283,50753,4414
5137,21284,50918,4413
5138,21285,51083,4414
5139,21286,51248,4414
5140,21287,51413,4418
5141,21288,51577,4414
5142,21289,51742,4415
5143,21290,51906,4413
5144,21291,52071,4412
5145,21292,52236,4412
5146,21293,52401,4415
5147,21294,52566,4415
5148,21295,52730,4419
5149,21296,52895,4422
5150,21297,53060,4423
5151,21298,53225,4423
5152,21299,53389,4425
5153,21300,53554,4426
5154,21301,53719,4426
5155,21302,53884,4429
5156,21303,54048,4428
5157,21304,54213,4431
5158,21305,54378,4430
5159,21306,54543,4430
5160,21307,54707,4427
5161,21308,54872,4424
5162,21309,55037,4421
5163,21310,55201,4418
5164,21311,55366,4414
5165,21312,55531,4410
5166,21313,55696,4408
5167,21314,55861,4411
5168,21315,56025,4414
5169,21316,56190,4416
5170,21317,56355,4417
5171,21318,56520,4417
5172,21319,56685,4422
5173,21320,56850,4430
5174,21321,57014,4441
5175,21322,57178,4451
5176,21323,57343,4458
5177,21324,57508,4454
5178,21325,57673,4445
5179,21326,57838,4441
5180,21327,58003,4435
5181,21328,58167,4433
5182,21329,58332,4431
5183,21330,58497,4427
5184,21331,58661,4427
5185,21332,58826,4429
5186,21333,58991,4430
5187,21334,59156,4425
5188,21335,59320,4424
5189,21336,59484,4427
5190,21841,57566,10601
5191,21842,57402,10603
5192,21843,57237,10606
5193,21844,57072,10596
5194,21845,56907,10589
5195,21846,56743,10595
5196,21847,56579,10601
5197,21848,56414,10599
5198,21849,56250,10600
5199,21850,56082,10600
5200,21851,55918,10602
5201,21852,55753,10607
5202,21853,55589,10602
5203,21854,55423,10596
5204,21855,55259,10601
5205,21856,55095,10606
5206,21857,54929,10597
5207,21858,54764,10599
5208,21859,54600,10602
5209,21860,54435,10601
5210,21861,54270,10602
5211,21862,54106,10601
5212,21863,53941,10598
5213,21864,53775,10595
5214,21865,53611,10599
5215,21866,53446,10601
5216,21867,53282,10600
5217,21868,53117,10598
5218,21869,52953,10591
5219,21870,52788,10590
5220,21871,52623,10596
5221,21872,52458,10593
5222,21873,52293,10594
5223,21874,52129,10594
5224,21875,51964,10594
5225,21876,51799,10597
5226,21877,51635,10601
5227,21878,51470,10598
5228,21879,51306,10592
5229,21880,51141,10590
5230,21881,50976,10591
5231,21882,50812,10598
5232,21883,50647,10600
5233,21884,50482,10604
5234,21885,50317,10597
5235,21886,50153,10593
5236,21887,49987,10596
5237,21888,49822,10595
